task_id,malicious,theme,sector,subject_id_b,subject_id_ph1,subject_id_y,filename,c_Trust,c_NoTrust,z_Trust_b,z_NoTrust_b,z_Trust_ph1,z_NoTrust_ph1,c_total_classification,z_total_classification_b,z_total_classification_ph1,c_Very_Untrustworthy,c_Untrustworthy,c_Neutral,c_Trustworthy,c_Very_Trustworthy,c_mode_trustlevel,c_median_trustlevel,c_total_trust_level,c_Very_unpleasing,c_unpleasing,c_Neutral_pleasing,c_pleasing,c_Very_pleasing,c_mode_engagementlevel,c_median_engagementlevel,subject_id_x,z_Very_Untrustworthy_x,z_Untrustworthy_x,z_Neutral_x,z_Trustworthy_x,z_Very_Trustworthy_x,z_mode_trustlevel_x,z_median_trustlevel_x,subject_id_y,z_Very_Untrustworthy_y,z_Untrustworthy_y,z_Neutral_y,z_Trustworthy_y,z_Very_Trustworthy_y,z_mode_trustlevel_y,z_median_trustlevel_y,subject_id_x,z_Very_Unpleasing_x,z_Unpleasing_x,z_Neutral_pleasing_x,z_pleasing_x,z_Very_pleasing_x,z_mode_eng_level_x,z_median_eng_level_x,subject_id_y,z_Very_Unpleasing_y,z_Unpleasing_y,z_Neutral_pleasing_y,z_pleasing_y,z_Very_pleasing_y,z_mode_eng_level_y,z_median_eng_level_y,c_cue_type,subject_id_x,z_cue_type_x,subject_id_y,z_cue_type_y,c_victamization_rate,z_victamization_rate_b,z_victamization_rate_ph1,c_sensitivity,z_sensitivity_b,z_sensitivity_ph1,c_specificity,z_specificity_b,z_specificity_ph1,c_falsepositiverate,z_falsepositiverate_b,z_falsepositiverate_ph1,GPT_victamization,GPT_sensitivity,GPT_specificity,GPT_falsepositiverate,GPT_Finding,GPT_Cue_Type,GPT_Description_CSV,GPT_Trustworthiness_Rating,GPT_Visual_Attractiveness_Rating,GPT_Description_Website
31,TRUE,Package Delivery Failure,Postal Service,43857095,49251685,49251685,USPS.png,7,87,3,45,2,13,94,48,15,40,38,10,6,0,1,2,94,9,27,40,14,4,3,3,43857095,9,16,2,7,2,2,2,49251685,7,3,4,1,0,1,2,43857095,3,11,13,8,0,3,3,49251685,2,3,8,2,0,3,3,"Spelling & Grammar,Appeal Used to Elicit Action - Urgency,Invalid Domain or Sender,Malicious Links",43857095,"Poor Spelling or Grammar, Invalid Domain or Sender, Invalid Domain or Sender, Poor Spelling or Grammar, Appeal to Action-Urgency, Potentially Malicious Link, Other Phishy Findings, Other Phishy Findings, Invalid Domain or Sender, Poor Spelling or Grammar, Appeal to Action-Urgency, Potentially Malicious Link, Invalid Domain or Sender, Poor Spelling or Grammar, Appeal to Action-Urgency, Potentially Malicious Link, Potentially Malicious Link, Invalid Domain or Sender, Invalid Domain or Sender, Invalid Domain or Sender, Invalid Domain or Sender, Potentially Malicious Link, Appeal to Action-Urgency, Potentially Malicious Link, Poor Spelling or Grammar, Invalid Domain or Sender, Invalid Domain or Sender, Invalid Domain or Sender, Appeal to Action-Greed, Potentially Malicious Link, Invalid Domain or Sender, Invalid Domain or Sender, Appeal to Action-Urgency, Potentially Malicious Link, Invalid Domain or Sender, Appeal to Action-Urgency, Appeal to Action-Urgency, Potentially Malicious Link, Other Phishy Findings, Appeal to Action-Urgency, Invalid Domain or Sender, Potentially Malicious Link, Poor Spelling or Grammar, Appeal to Action-Urgency, Poor Spelling or Grammar, Invalid Domain or Sender, Poor Spelling or Grammar, Appeal to Action-Urgency, Potentially Malicious Link, Potentially Malicious Link, Poor Spelling or Grammar, Poor Spelling or Grammar, Appeal to Action-Urgency, Invalid Domain or Sender, Invalid Domain or Sender, Potentially Malicious Link, Appeal to Action-Urgency, Other Phishy Findings, Invalid Domain or Sender, Poor Spelling or Grammar, Appeal to Action-Urgency, Poor Spelling or Grammar, Other Phishy Findings, Poor Spelling or Grammar, Invalid Domain or Sender, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Appeal to Action-Urgency, Potentially Malicious Link, Other Phishy Findings, Other Phishy Findings, Invalid Domain or Sender, Appeal to Action-Urgency, Invalid Domain or Sender, Potentially Malicious Link, Appeal to Action-Urgency, Invalid Domain or Sender, Invalid Domain or Sender, Poor Spelling or Grammar, Appeal to Action-Urgency, Invalid Domain or Sender, Invalid Domain or Sender, Potentially Malicious Link, Appeal to Action-Urgency, Invalid Domain or Sender, Poor Spelling or Grammar, Appeal to Action-Urgency, Potentially Malicious Link, Other Phishy Findings, Other Phishy Findings, Invalid Domain or Sender, Poor Spelling or Grammar, Poor Spelling or Grammar, Appeal to Action-Urgency, Appeal to Action-Authority, Potentially Malicious Link, Invalid Domain or Sender, Poor Spelling or Grammar, Appeal to Action-Urgency, Potentially Malicious Link, Appeal to Action-Greed, Invalid Domain or Sender",49251685,"Poor Spelling or Grammar, Invalid Domain or Sender, Appeal to Action-Urgency, Other Phishy Findings, Poor Spelling or Grammar, Appeal to Action-Urgency, Appeal to Action-Urgency, Invalid Domain or Sender, Poor Spelling or Grammar, Appeal to Action-Urgency, Poor Spelling or Grammar, Poor Spelling or Grammar, Invalid Domain or Sender, Invalid Domain or Sender, Appeal to Action-Urgency, Invalid Domain or Sender, Invalid Domain or Sender, Invalid Domain or Sender, Poor Spelling or Grammar, Appeal to Action-Urgency, Other Phishy Findings, Other Phishy Findings, Invalid Domain or Sender, Appeal to Action-Urgency, Invalid Domain or Sender, Poor Spelling or Grammar, Appeal to Action-Urgency, Other Phishy Findings, Invalid Domain or Sender, Appeal to Action-Urgency, Other Phishy Findings",0.07,0.06,0.13,0.93,0.94,0.87,,,,,,,,1,,,Something’s Phishy,"Invalid Domain or Sender, Potentially Malicious Links, Poor Spelling or Grammar","Suspicious email domain, presence of a 'click here' link, grammatical error indicating lack of professionalism",Very Untrustworthy,Neutral,
8,FALSE,Package Delivery Failure,Postal Service,43857093,49251686,49251686,UPS.png,64,31,22,29,8,7,95,51,15,6,19,16,47,7,4,4,95,3,10,31,45,6,4,4,43857093,3,5,7,22,2,4,4,49251686,3,1,1,7,2,4,4,43857093,1,3,16,16,0,[3. 4.],3,49251686,1,2,9,1,1,3,3,,43857093,"Potentially Malicious Link, Appeal to Action-Authority, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Appeal to Action-Urgency, Poor Spelling or Grammar, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Potentially Malicious Link, Other Phishy Findings, Other Phishy Findings, Appeal to Action-Authority, Invalid Domain or Sender, Appeal to Action-Greed, Poor Spelling or Grammar, Poor Spelling or Grammar, Invalid Domain or Sender, Other Phishy Findings, Invalid Domain or Sender, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Potentially Malicious Link, Potentially Malicious Link, Appeal to Action-Urgency, Potentially Malicious Link, Potentially Malicious Link, Poor Spelling or Grammar, Other Phishy Findings, Appeal to Action-Urgency, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Other Phishy Findings, Other Phishy Findings, Appeal to Action-Greed, Appeal to Action-Urgency, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Invalid Domain or Sender, Invalid Domain or Sender, Potentially Malicious Link, Other Phishy Findings, Appeal to Action-Urgency, Poor Spelling or Grammar",49251686,"Appeal to Action-Urgency, Appeal to Action-Authority, Appeal to Action-Urgency, Other Phishy Findings, Invalid Domain or Sender, Appeal to Action-Greed, Other Phishy Findings, Other Phishy Findings, Appeal to Action-Urgency, Other Phishy Findings, Poor Spelling or Grammar, Invalid Domain or Sender, Invalid Domain or Sender, Other Phishy Findings, Appeal to Action-Urgency, Other Phishy Findings, Other Phishy Findings",,,,,,,0.33,0.57,0.47,0.67,0.43,0.53,,,1,,Nothing Phishy Here,,UPS email looks legitimate but always verify through official channels.,Moderately Trustworthy,Moderately Visually Attractive,
59,FALSE,Account Access,Social Networking,43857090,49251687,49251687,Twitter.png,84,14,11,4,8,7,98,15,15,4,7,19,59,9,4,4,98,1,7,41,42,7,4,3.5,43857090,1,3,4,6,1,4,3,49251687,2,3,5,4,0,3,3,43857090,0,4,6,5,0,3,3,49251687,0,4,6,4,0,3,3,,43857090,"Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Poor Spelling or Grammar, Poor Spelling or Grammar, Invalid Domain or Sender, Other Phishy Findings",49251687,"Appeal to Action-Urgency, Invalid Domain or Sender, Invalid Domain or Sender, Other Phishy Findings, Appeal to Action-Urgency, Appeal to Action-Urgency, Appeal to Action-Urgency, Appeal to Action-Urgency, Other Phishy Findings, Poor Spelling or Grammar, Appeal to Action-Urgency, Other Phishy Findings, Other Phishy Findings",,,,,,,0.14,0.27,0.47,0.86,0.73,0.53,,,,1,Something’s Phishy,Invalid Domain or Sender,Email from 'notifications@twitter.com' requires verification of the link's authenticity.,Moderately Trustworthy,Moderately Visually Attractive,"The sender's email address ""notifications@twitter.com"" seems legitimate at first glance. However, without further context or the ability to verify the linked URL (as clicking is not possible here), the authenticity of the email cannot be fully determined. Phishing attempts often spoof legitimate senders, and the email could be a phishing attempt if the link does not go to the official Twitter website. The standard procedure would be to hover over the link to verify the URL or manually navigate to the Twitter website to log in."
24,TRUE,Account Access,Social Networking,43857089,49251688,49251688,Tumblr.png,1,91,1,14,1,15,92,15,16,57,31,3,1,0,1,1,92,24,38,24,6,0,2,2,43857089,3,7,4,0,0,2,2,49251688,6,5,2,1,0,1,2,43857089,2,5,7,0,0,3,2.5,49251688,1,8,5,0,0,2,2,"Malicious Links,Appeal Used to Elicit Action - Urgency,Invalid Domain or Sender",43857089,"Appeal to Action-Urgency, Other Phishy Findings, Invalid Domain or Sender, Appeal to Action-Urgency, Invalid Domain or Sender, Appeal to Action-Urgency, Appeal to Action-Urgency, Invalid Domain or Sender, Appeal to Action-Urgency, Appeal to Action-Authority, Potentially Malicious Link, Invalid Domain or Sender, Appeal to Action-Urgency, Appeal to Action-Urgency, Potentially Malicious Link, Invalid Domain or Sender, Invalid Domain or Sender, Appeal to Action-Urgency, Potentially Malicious Link, Invalid Domain or Sender, Appeal to Action-Urgency, Appeal to Action-Authority, Potentially Malicious Link, Invalid Domain or Sender, Appeal to Action-Urgency, Invalid Domain or Sender, Appeal to Action-Urgency, Potentially Malicious Link, Other Phishy Findings, Invalid Domain or Sender, Invalid Domain or Sender, Appeal to Action-Urgency, Potentially Malicious Link",49251688,"Invalid Domain or Sender, Other Phishy Findings, Other Phishy Findings, Appeal to Action-Urgency, Invalid Domain or Sender, Appeal to Action-Urgency, Appeal to Action-Authority, Invalid Domain or Sender, Appeal to Action-Urgency, Invalid Domain or Sender, Appeal to Action-Urgency, Invalid Domain or Sender, Invalid Domain or Sender, Invalid Domain or Sender, Appeal to Action-Urgency, Poor Spelling or Grammar, Invalid Domain or Sender, Other Phishy Findings, Appeal to Action-Urgency, Invalid Domain or Sender, Appeal to Action-Urgency",0.01,0.07,0.06,0.99,0.93,0.94,,,,,,,,1,,,Something’s Phishy,"Invalid Domain or Sender, Appeals to Action – Urgency",Suspicious sender email and urgency to act to preserve Tumblr username,Somewhat Untrustworthy,Neutral,"    The sender's email address ""3c75h39g@tumblr.com"" is suspicious due to the unusual alphanumeric string. Legitimate emails from Tumblr typically come from a recognizable domain without such random characters.       The email is creating a sense of urgency by stating that the account has been dormant and action is needed within the next 24 hours to preserve the existing username."
21,TRUE,,News,43857087,49251689,49251689,TheWallStreetJournal.png,5,89,1,14,0,16,94,15,16,48,37,4,5,0,1,1,94,13,18,31,23,9,3,3,43857087,6,4,1,2,1,1,2,49251689,4,7,2,3,0,2,2,43857087,0,3,6,4,0,3,3,49251689,0,2,10,3,1,3,3,"Invalid Domain or Sender,Malicious Links,Spelling & Grammar",43857087,"Invalid Domain or Sender, Invalid Domain or Sender, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Invalid Domain or Sender, Poor Spelling or Grammar, Invalid Domain or Sender, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Invalid Domain or Sender, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Invalid Domain or Sender, Poor Spelling or Grammar, Invalid Domain or Sender, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Invalid Domain or Sender, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link",49251689,"Invalid Domain or Sender, Poor Spelling or Grammar, Poor Spelling or Grammar, Other Phishy Findings, Poor Spelling or Grammar, Invalid Domain or Sender, Invalid Domain or Sender, Poor Spelling or Grammar, Invalid Domain or Sender, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Invalid Domain or Sender, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Invalid Domain or Sender, Other Phishy Findings, Invalid Domain or Sender, Poor Spelling or Grammar, Poor Spelling or Grammar, Invalid Domain or Sender, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Other Phishy Findings, Invalid Domain or Sender, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Invalid Domain or Sender, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Poor Spelling or Grammar, Invalid Domain or Sender",0.05,0.07,0,0.95,0.93,1,,,,,,,,1,,,Something’s Phishy,"Invalid Domain or Sender, Lack of Secure Protocol (HTTPS), Potentially Malicious Links","The URL uses an IP address, served over HTTP, and the page mimics a legitimate site, which are signs of a phishing attempt.",Very Untrustworthy,Neutral,"    1. The URL in the browser uses an IP address ""137.43.83.32"" instead of a typical domain name, which is unusual for a legitimate sign-in page for The Wall Street Journal.     2. The page is being served over HTTP instead of HTTPS, which is not secure and not standard practice for legitimate sites that handle sensitive information like login credentials.     3. The page design mimics the legitimate Wall Street Journal sign-in page, but without a secure protocol and a recognizable domain, it's potentially a phishing site designed to capture user credentials."
6,FALSE,Account Access,Collaboration,43857084,49251690,49251690,subject-303.png,83,24,9,6,10,5,107,15,15,4,13,10,62,18,4,4,107,2,8,48,40,9,3,3,43857084,1,3,1,6,4,4,4,49251690,1,0,3,6,4,4,4,43857084,2,1,8,3,0,3,3,49251690,0,3,8,3,0,3,3,,43857084,"Potentially Malicious Link, Appeal to Action-Urgency, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Appeal to Action-Urgency, Potentially Malicious Link, Potentially Malicious Link, Invalid Domain or Sender, Potentially Malicious Link",49251690,"Poor Spelling or Grammar, Invalid Domain or Sender, Appeal to Action-Urgency, Other Phishy Findings, Other Phishy Findings, Invalid Domain or Sender",,,,,,,0.22,0.4,0.33,0.78,0.6,0.67,,,1,,Nothing Phishy Here,,Email from Google's official address with a legitimate security notification,Very Trustworthy,Moderately Visually Attractive,"The email appears to be a standard security alert from Google, informing the user of a new device sign-in. The sender's email ""no-reply@accounts.google.com"" matches Google's official account notification address, and the message content is typical of Google's security notifications."
58,FALSE,Bill,Telecommunications,43857083,49251691,49251691,SprintBill.png,63,31,6,8,8,8,94,14,16,5,21,18,42,8,4,4,94,5,26,34,28,1,3,3,43857083,1,6,4,3,0,2,2.5,49251691,2,8,3,3,0,2,2,43857083,2,6,0,3,0,2,2,49251691,4,6,5,1,0,2,2,,43857083,"Potentially Malicious Link, Potentially Malicious Link, Other Phishy Findings, Other Phishy Findings, Potentially Malicious Link, Other Phishy Findings, Potentially Malicious Link, Other Phishy Findings, Other Phishy Findings, Invalid Domain or Sender, Other Phishy Findings, Invalid Domain or Sender, Appeal to Action-Urgency, Potentially Malicious Link, Potentially Malicious Link",49251691,"Appeal to Action-Urgency, Other Phishy Findings, Other Phishy Findings, Appeal to Action-Authority, Other Phishy Findings, Invalid Domain or Sender, Other Phishy Findings, Other Phishy Findings, Appeal to Action-Urgency, Invalid Domain or Sender",,,,,,,0.33,0.57,0.5,0.67,0.43,0.5,,,,1,Something’s Phishy,"Invalid Domain or Sender, Potentially Malicious Links, Other Phishy Findings",Sender's email address and obscured content raise suspicion of phishing,Somewhat Untrustworthy,Very Visually Unattractive,"1.   The sender's email ""notifications@sprint.com"" should be scrutinized closely as it could be a legitimate Sprint email address; however, the authenticity cannot be guaranteed without additional verification. 2. The email content is covered with large yellow blocks, which obscures the details and raises suspicion. This could be an attempt to hide malicious content or to distract from phishing cues. 3.     The obscured email content and the way the information is presented is atypical for a professional communication from Sprint. Phishing attempts often use similar tactics to obscure certain details and induce a sense of legitimacy."
23,TRUE,Bill,Telecommunications,43857081,49251692,49251692,Sprint.png,3,90,0,17,1,15,93,17,16,45,37,3,8,0,1,2,93,11,25,33,23,1,3,3,43857081,3,6,4,4,0,2,2,49251692,7,3,2,3,0,1,2,43857081,1,2,9,4,0,3,3,49251692,0,4,8,3,0,3,3,"Invalid Domain or Sender,Appeal Used to Elicit Action - Greed,Malicious Links",43857081,"Invalid Domain or Sender, Appeal to Action-Greed, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Poor Spelling or Grammar, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Appeal to Action-Urgency, Appeal to Action-Greed, Invalid Domain or Sender, Appeal to Action-Greed, Other Phishy Findings, Other Phishy Findings, Invalid Domain or Sender, Potentially Malicious Link, Invalid Domain or Sender, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Appeal to Action-Urgency, Invalid Domain or Sender, Invalid Domain or Sender, Invalid Domain or Sender, Appeal to Action-Greed, Appeal to Action-Greed, Invalid Domain or Sender, Invalid Domain or Sender, Other Phishy Findings, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Appeal to Action-Greed, Appeal to Action-Urgency, Invalid Domain or Sender, Potentially Malicious Link, Potentially Malicious Link, Appeal to Action-Greed, Potentially Malicious Link, Potentially Malicious Link, Other Phishy Findings, Potentially Malicious Link, Invalid Domain or Sender, Potentially Malicious Link, Potentially Malicious Link, Invalid Domain or Sender, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Appeal to Action-Urgency, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Appeal to Action-Urgency, Appeal to Action-Greed, Invalid Domain or Sender, Invalid Domain or Sender, Appeal to Action-Greed",49251692,"Invalid Domain or Sender, Appeal to Action-Greed, Appeal to Action-Authority, Other Phishy Findings, Invalid Domain or Sender, Appeal to Action-Greed, Appeal to Action-Urgency, Invalid Domain or Sender, Appeal to Action-Greed, Invalid Domain or Sender, Invalid Domain or Sender, Invalid Domain or Sender, Invalid Domain or Sender, Invalid Domain or Sender, Invalid Domain or Sender, Appeal to Action-Greed, Invalid Domain or Sender, Appeal to Action-Greed, Poor Spelling or Grammar, Invalid Domain or Sender, Appeal to Action-Authority, Appeal to Action-Authority, Appeal to Action-Authority, Appeal to Action-Urgency, Appeal to Action-Greed, Appeal to Action-Authority, Other Phishy Findings, Invalid Domain or Sender, Appeal to Action-Greed, Appeal to Action-Urgency, Appeal to Action-Greed, Invalid Domain or Sender, Appeal to Action-Urgency, Invalid Domain or Sender, Invalid Domain or Sender, Appeal to Action-Greed, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Invalid Domain or Sender, Invalid Domain or Sender, Appeal to Action-Greed, Appeal to Action-Urgency, Appeal to Action-Authority",0.03,0,0.06,0.97,1,0.94,,,,,,,,1,,,Something’s Phishy,"Invalid Domain or Sender, Appeals to Action – Urgency",Suspicious email address and an urgent call to action for a discount,Very Untrustworthy,Moderately Visually Attractive,"    1. The sender's email address ""333@sss.com"" is clearly not a legitimate Sprint email address, which should typically end with ""@sprint.com"". The use of a generic domain with a sequence of numbers is a common indicator of a phishing attempt. 2.     The email includes an urgent call to action, offering a 50% discount to sign into your account. This sense of urgency is a tactic frequently used by phishers to prompt quick action without giving the recipient time to consider the legitimacy of the email."
17,FALSE,,Social Networking,43857080,49251693,49251693,Snapchat.png,75,20,11,5,15,0,95,16,15,2,13,12,52,16,4,4,95,1,13,25,42,14,4,4,43857080,0,2,6,7,0,4,3,49251693,0,1,7,6,1,3,3,43857080,1,2,8,4,0,3,3,49251693,0,4,8,3,0,3,3,,43857080,"Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings",,,,,,,,,0.21,0.31,0,0.79,0.69,1,,,1,,Nothing Phishy Here,,Official Snapchat download page with secure HTTPS protocol and legitimate domain.,Very Trustworthy,Very Visually Attractive,"The webpage displayed is purportedly a download page for Snapchat, with the URL ""https://www.snapchat.com/download"" visible in the browser, which is a legitimate web address for Snapchat. The page design corresponds with Snapchat's branding and style."
47,FALSE,,Social Networking,43857076,49251694,49251694,Messenger.png,65,30,13,1,16,0,95,14,16,6,20,10,46,13,4,4,95,2,8,19,45,21,4,4,43857076,1,0,1,8,4,4,4,49251694,0,0,2,10,4,4,4,43857076,0,0,3,8,3,4,4,49251694,1,1,2,12,0,4,4,,,,,,,,,,,,0.32,0.07,0,0.68,0.93,1,,,1,,Nothing Phishy Here,,Official Facebook Messenger sign-in page with secure HTTPS protocol and legitimate domain.,Very Trustworthy,Very Visually Attractive,"The image shows a sign-in page for Facebook Messenger, with the URL ""https://www.messenger.com"" visible in the browser, which is a legitimate web address for Facebook Messenger. The website's layout, design, and branding are consistent with Facebook's official aesthetics."
13,TRUE,Tax Return,Law/Legal Enforcement,43857074,49251695,49251695,IRS.png,3,91,0,15,0,17,94,15,17,61,27,4,2,0,1,1,94,22,26,35,10,1,3,2,43857074,7,7,1,0,0,[1. 2.],2,49251695,7,7,1,1,0,[1. 2.],2,43857074,1,7,6,1,0,2,2,49251695,2,6,6,2,0,[2. 3.],2.5,"Invalid Domain or Sender,Spelling & Grammar,Malicious Links",43857074,"Potentially Malicious Link, Invalid Domain or Sender, Appeal to Action-Authority, Invalid Domain or Sender, Invalid Domain or Sender, Potentially Malicious Link, Invalid Domain or Sender, Appeal to Action-Urgency, Potentially Malicious Link, Potentially Malicious Link, Invalid Domain or Sender, Appeal to Action-Authority, Invalid Domain or Sender, Other Phishy Findings, Potentially Malicious Link, Appeal to Action-Authority, Potentially Malicious Link, Invalid Domain or Sender, Invalid Domain or Sender, Potentially Malicious Link, Invalid Domain or Sender, Potentially Malicious Link, Other Phishy Findings, Appeal to Action-Urgency, Poor Spelling or Grammar, Other Phishy Findings, Invalid Domain or Sender, Invalid Domain or Sender, Invalid Domain or Sender, Invalid Domain or Sender, Appeal to Action-Authority, Appeal to Action-Greed, Potentially Malicious Link, Potentially Malicious Link, Appeal to Action-Authority, Potentially Malicious Link, Invalid Domain or Sender, Other Phishy Findings, Other Phishy Findings, Appeal to Action-Authority",49251695,"Invalid Domain or Sender, Appeal to Action-Urgency, Appeal to Action-Authority, Other Phishy Findings, Appeal to Action-Authority, Invalid Domain or Sender, Appeal to Action-Authority, Other Phishy Findings, Other Phishy Findings, Invalid Domain or Sender, Appeal to Action-Authority, Other Phishy Findings, Other Phishy Findings, Appeal to Action-Authority, Appeal to Action-Urgency, Invalid Domain or Sender, Other Phishy Findings, Poor Spelling or Grammar, Invalid Domain or Sender, Other Phishy Findings, Poor Spelling or Grammar, Invalid Domain or Sender, Appeal to Action-Authority, Invalid Domain or Sender, Poor Spelling or Grammar, Appeal to Action-Greed, Appeal to Action-Authority, Other Phishy Findings, Invalid Domain or Sender, Poor Spelling or Grammar, Appeal to Action-Authority, Other Phishy Findings, Invalid Domain or Sender, Other Phishy Findings, Other Phishy Findings, Appeal to Action-Authority, Invalid Domain or Sender, Invalid Domain or Sender, Appeal to Action-Authority, Other Phishy Findings, Invalid Domain or Sender, Other Phishy Findings, Appeal to Action-Greed, Appeal to Action-Greed, Appeal to Action-Authority, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings",0.03,0,0,0.97,1,1,,,,,,,,1,,,Something’s Phishy,"Invalid Domain or Sender, Appeals to Action – Urgency, Potentially Malicious Links",Suspicious sender email and urgent content directing to an unverified link,Very Untrustworthy,Neutral,"    1. The sender's email address ""emailservice@a2plcpnl0590.prod.iad2.secureserver.net"" is not a standard IRS domain, which typically ends in .gov. This email address looks suspicious and likely does not belong to the IRS. 2.     The email content creates a sense of urgency by suggesting that the recipient’s account information is missing or incorrect and needs immediate attention to file a tax refund. 3.     The call to action to ""follow this link"" without providing a visible URL is a common phishing strategy, aiming to get the recipient to click through without thinking."
41,FALSE,Email Delivery Failure,Telecommunications,43857072,49251696,49251696,gmail.png,52,54,3,12,5,10,106,15,15,14,28,23,35,6,4,3,106,8,42,44,9,3,3,3,43857072,3,7,2,3,0,2,2,49251696,2,6,3,3,1,2,2,43857072,2,6,6,0,0,[2. 3.],2,49251696,1,8,6,0,0,2,2,,43857072,"Potentially Malicious Link, Invalid Domain or Sender, Poor Spelling or Grammar, Other Phishy Findings, Other Phishy Findings, Potentially Malicious Link, Other Phishy Findings, Potentially Malicious Link, Poor Spelling or Grammar, Potentially Malicious Link, Other Phishy Findings, Potentially Malicious Link, Other Phishy Findings, Poor Spelling or Grammar, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Potentially Malicious Link, Poor Spelling or Grammar, Poor Spelling or Grammar, Potentially Malicious Link, Invalid Domain or Sender",49251696,"Appeal to Action-Authority, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Poor Spelling or Grammar, Other Phishy Findings, Other Phishy Findings, Other Phishy Findings, Invalid Domain or Sender, Appeal to Action-Authority, Poor Spelling or Grammar, Other Phishy Findings, Invalid Domain or Sender, Other Phishy Findings, Other Phishy Findings, Invalid Domain or Sender, Other Phishy Findings, Invalid Domain or Sender, Invalid Domain or Sender",,,,,,,0.51,0.8,0.67,0.49,0.2,0.33,,,,1,Something’s Phishy,"Invalid Domain or Sender, Potentially Malicious Links, Inconsistencies in Email Content","Suspicious sender address, malicious link, and content inconsistencies indicating a phishing attempt",Very Untrustworthy,Neutral,"    1. The sender's email address ""notifications@google.com"" appears legitimate, but the context of the message is suspicious. Google typically doesn't send email delivery failure notifications for non-Google email addresses. 2.     There is a link prompting the user to ""Click Here"" to view the entire report. This is a common phishing tactic used to entice users to click on malicious links. 3.     The email references a queue on ""mail.example.com"", which is not a standard domain and is commonly used as a placeholder in documentation. Moreover, the message identifier and the time format appear unusual for a standard delivery failure notification from Google."
